LAT,LON,YEAR,MO,DY,PRECTOTCORR,WS10M,RH2M,QV2M,T2M_RANGE,ALLSKY_SFC_UV_INDEX
25.75,86.25,2021,8,15,13.04,2.38,86.94,22.58,6.62,1.61
25.75,86.25,2021,8,16,6.78,2.23,86.12,22.03,6.47,1.53
25.75,86.25,2021,8,17,10.07,2.48,87.66,22.03,5.27,1.75
25.75,86.25,2021,8,18,6.35,3.52,90.31,21.82,4.99,1.98
25.75,86.25,2021,8,19,11.41,4.78,89.91,21.67,5.85,2.15
25.75,86.25,2021,8,20,11.29,4.48,88.91,21.3,5.86,2.03
25.75,86.25,2021,8,21,7.12,2.68,85.97,20.97,6.25,2.05
25.75,86.25,2021,8,22,11.84,4,90.72,21.18,3.93,1.85
25.75,86.25,2021,8,23,16.93,4.02,91.03,22.03,5.39,0.94
25.75,86.25,2021,8,24,7.57,3.9,90.97,22.58,4.88,1.5
25.75,86.25,2021,8,25,18.64,4.46,90.09,22.61,5.38,1.41
25.75,86.25,2021,8,26,41.77,4.21,92.5,22.09,3.22,0.47
25.75,86.25,2021,8,27,14.5,2.09,87.09,21.42,6.6,1.12
25.75,86.25,2021,8,28,14.32,2.75,91.84,21.33,3.58,1.05
25.75,86.25,2021,8,29,9.4,3.95,91.91,21.36,4.34,1.88
25.75,86.25,2021,8,30,6.94,3.44,89.91,20.75,4.41,1.96
25.75,86.25,2021,8,31,7.44,2.49,88.69,20.57,5.23,1.98
25.75,86.25,2021,9,1,6.61,2.54,87.97,21.67,6.59,2.21
25.75,86.25,2021,9,2,9.73,3.06,91.06,21.91,5.46,1.26
25.75,86.25,2021,9,3,6.57,2.27,86.69,21.27,6.75,1.74
25.75,86.25,2021,9,4,0.8,2.13,85.91,21.61,6.35,1.91
25.75,86.25,2021,9,5,1.15,1.52,85.09,22.22,6.85,1.79
25.75,86.25,2021,9,6,5.19,3.21,92.19,22.4,3.84,1.8
25.75,86.25,2021,9,7,5.17,5.64,91.06,21.27,3.98,1.62
25.75,86.25,2021,9,8,1.27,2.84,87.03,20.63,6.22,2.14
25.75,86.25,2021,9,9,1.85,2.57,87.44,20.84,6.61,1.72
25.75,86.25,2021,9,10,3.78,2.66,90.5,21.51,4.95,2.24
25.75,86.25,2021,9,11,5.88,2.55,89.41,21.21,4.04,1.91
25.75,86.25,2021,9,12,1.47,2.15,87.72,21.51,6.2,2.32
25.75,86.25,2021,9,13,1.84,6.47,91.34,22,4.43,2.05
25.75,86.25,2021,9,14,6.06,7.61,93.19,21.12,3.17,0.84
25.75,86.25,2021,9,15,4.92,5.47,93.41,20.39,2.8,0.95
25.75,86.25,2021,9,16,9.39,2.52,91.03,20.26,4.2,1.66
25.75,86.25,2021,9,17,3.58,2.84,89.19,20.48,6.09,1.59
25.75,86.25,2021,9,18,2.9,2.12,86.41,21.03,6.88,1.47
25.75,86.25,2021,9,19,1.05,1.03,84.94,21,5.92,1.7
25.75,86.25,2021,9,20,0.9,1.84,86.69,21.51,6.41,1.76
25.75,86.25,2021,9,21,1.67,3.14,88.44,20.6,5.93,1.73
25.75,86.25,2021,9,22,1.85,3.73,88.97,19.41,6.23,1.66
25.75,86.25,2021,9,23,3.78,3.7,87.69,20.02,6.9,1.65
25.75,86.25,2021,9,24,0.02,1.62,82.53,20.2,8.04,1.93
25.75,86.25,2021,9,25,0.3,1.18,80.16,20.51,7.41,1.64
25.75,86.25,2021,9,26,0.23,2.5,90.19,21.55,4.65,1.87
25.75,86.25,2021,9,27,7.44,2.29,91.44,21.64,4.87,1.65
25.75,86.25,2021,9,28,6.22,2.16,86.53,20.23,6.41,1.75
25.75,86.25,2021,9,29,5.39,4.03,90.44,19.78,4.46,1.38
25.75,86.25,2021,9,30,7.16,4.25,93.38,20.2,4.12,0.54
25.75,86.25,2021,10,1,6.76,4.11,92.44,19.81,3.48,1.55
25.75,86.25,2021,10,2,22.47,4.18,91.5,20.66,4.18,1.14
25.75,86.25,2021,10,3,18.32,4.89,94.84,20.6,2.8,0.46
25.75,86.25,2021,10,4,1.21,2.34,86.75,20.36,6.83,1.52
25.75,86.25,2021,10,5,0.33,1.46,87.81,20.05,6.23,1.44
25.75,86.25,2021,10,6,0.18,1.81,87.44,20.02,7.48,1.42
25.75,86.25,2021,10,7,0.26,2.85,88.88,20.87,6.59,1.54
25.75,86.25,2021,10,8,1.96,3.03,87.44,19.84,6.69,1.2
25.75,86.25,2021,10,9,0.97,1.91,84.06,17.88,8.51,1.37
25.75,86.25,2021,10,10,0.01,1.63,81.03,17.88,9.27,1.27
25.75,86.25,2021,10,11,0,1.27,80.47,18.22,9.21,1.43
25.75,86.25,2021,10,12,0,2.2,85.59,19.38,8.84,1.45
25.75,86.25,2021,10,13,0.04,2.08,85.59,20.02,9.53,1.55
25.75,86.25,2021,10,14,0.02,1.57,84.53,20.6,8.7,1.41
25.75,86.25,2021,10,15,0.03,1.33,86.81,21.55,5.68,1.46
25.75,86.25,2021,10,16,1.17,1.93,89.81,21.39,4.42,1.52
25.75,86.25,2021,10,17,6.05,4.17,91.59,21.03,4.39,1.43
25.75,86.25,2021,10,18,24.28,6.83,94.03,19.99,2.25,1.03
25.75,86.25,2021,10,19,77.23,5.46,94.44,20.66,3.55,0.92
25.75,86.25,2021,10,20,25.94,4.66,90.97,19.44,6.3,0.48
25.75,86.25,2021,10,21,3.31,4.25,86.16,15.26,7.62,1.07
25.75,86.25,2021,10,22,0.09,2.49,85.38,14.92,8.71,0.98
25.75,86.25,2021,10,23,0.63,1.61,84.19,14.83,8.7,0.99
25.75,86.25,2021,10,24,0.14,1.59,84.78,15.99,8.29,1.02
25.75,86.25,2021,10,25,0.01,2.34,86.09,16.24,6.92,0.98
25.75,86.25,2021,10,26,0.01,2.71,86.34,15.47,9.07,0.89
25.75,86.25,2021,10,27,0,2.85,85.25,14.62,9.42,0.96
25.75,86.25,2021,10,28,0,2.8,84.28,13.15,10.95,-999
25.75,86.25,2021,10,29,0,2.64,84.53,13.52,11.25,-999
25.75,86.25,2021,10,30,0,3.12,84.62,12.91,10.12,-999
25.75,86.25,2021,10,31,0.01,3.29,85.38,12.48,11.19,0.99
25.75,86.25,2021,11,1,0,2.29,78.66,11.66,11.03,0.93
25.75,86.25,2021,11,2,0,1.52,72.69,11.41,10.6,0.91
25.75,86.25,2021,11,3,0,2.25,79,11.81,9.76,0.9
25.75,86.25,2021,11,4,0,2.82,85,12.27,11.24,0.89
25.75,86.25,2021,11,5,0,2.5,87.34,12.42,10.59,-999
25.75,86.25,2021,11,6,0,3.27,88.47,12.66,10.09,-999
25.75,86.25,2021,11,7,0,2.56,86.84,12.12,10.15,0.94
25.75,86.25,2021,11,8,0,1.52,85.41,12.33,10.82,0.89
25.75,86.25,2021,11,9,0,1.32,83.44,12.97,10.54,0.94
25.75,86.25,2021,11,10,0,1.13,82.97,13.24,10.61,0.98
25.75,86.25,2021,11,11,0,1.64,84.78,13.15,10.23,1.04
25.75,86.25,2021,11,12,0,2.48,85,12.39,9.42,0.95
25.75,86.25,2021,11,13,0.03,2.7,85.78,12.21,10,0.84
25.75,86.25,2021,11,14,0.21,2.06,84.78,11.51,7.62,0.8
25.75,86.25,2021,11,15,0.07,1.24,80.81,10.8,8.93,0.77
25.75,86.25,2021,11,16,0,2.04,85.59,11.47,11.59,-999
25.75,86.25,2021,11,17,0,1.56,81.69,10.93,11.2,0.84
25.75,86.25,2021,11,18,0,2.01,80.84,11.02,11.35,0.8
25.75,86.25,2021,11,19,0,2.65,86.03,11.6,10.93,0.85
25.75,86.25,2021,11,20,0.01,3.24,86.16,11.54,9.65,0.73
25.75,86.25,2021,11,21,0,3.93,86.09,12.48,10.2,0.79
25.75,86.25,2021,11,22,0,4.04,84.47,11.87,9.95,0.82
25.75,86.25,2021,11,23,0,2.76,80.09,9.43,12.34,0.8
25.75,86.25,2021,11,24,0.01,1.32,75.34,8.97,11.85,0.67
25.75,86.25,2021,11,25,0,1.28,76.78,9.7,11.44,0.55
25.75,86.25,2021,11,26,0,1.25,72.88,9.03,11.37,0.66
25.75,86.25,2021,11,27,0,0.96,75.44,9.7,11.64,0.66
25.75,86.25,2021,11,28,0,1.48,81.84,11.02,10.59,0.7
25.75,86.25,2021,11,29,0,1.89,85.41,11.05,10.64,0.68
25.75,86.25,2021,11,30,0,1.51,78.12,9.89,12.64,0.73
25.75,86.25,2021,12,1,0,1.07,76,10.65,11.33,0.94
25.75,86.25,2021,12,2,0,1.22,78.75,11.44,11.78,0.88
25.75,86.25,2021,12,3,0.05,1.66,82.28,11.69,11.32,0.8
25.75,86.25,2021,12,4,0.01,1.33,82.91,12.15,10.23,0.77
25.75,86.25,2021,12,5,0.03,2.02,87.78,13.24,8.38,0.83
25.75,86.25,2021,12,6,0,1.45,84.47,13.15,6.65,0.74
25.75,86.25,2021,12,7,0,2.38,84.16,12.36,10.87,0.8
25.75,86.25,2021,12,8,0,2.91,78.25,9.67,12.8,0.77
25.75,86.25,2021,12,9,0,2.43,75,9.12,12.82,0.8
25.75,86.25,2021,12,10,0,3.37,76.81,9.03,11.39,0.51
25.75,86.25,2021,12,11,0,3.4,73.66,7.69,12.91,0.58
25.75,86.25,2021,12,12,0,1.44,69.91,7.66,11.87,0.49
25.75,86.25,2021,12,13,0,1.62,72.78,7.69,12.07,0.58
25.75,86.25,2021,12,14,0,2.54,78.84,8,12.65,0.62
25.75,86.25,2021,12,15,0,2.7,82.56,8.54,13.03,0.61
25.75,86.25,2021,12,16,0,2.84,75.81,8.06,14.17,0.76
25.75,86.25,2021,12,17,0,2.16,76.59,8.48,13.27,0.81
25.75,86.25,2021,12,18,0,3.87,73.19,7.9,13.27,0.5
25.75,86.25,2021,12,19,0,3.59,74.06,5.71,13.49,-999
25.75,86.25,2021,12,20,0,2.65,78.78,6.41,14.45,0.5
25.75,86.25,2021,12,21,0,2.59,75.56,6.35,11.85,0.6
25.75,86.25,2021,12,22,0,2.46,74.59,6.62,13.94,0.52
25.75,86.25,2021,12,23,0,2.54,74.22,7.14,13.66,0.55
25.75,86.25,2021,12,24,0.01,2.07,70.53,7.08,12.46,0.59
25.75,86.25,2021,12,25,0,2.92,84.84,8.88,11.9,0.55
25.75,86.25,2021,12,26,0.01,2.65,85.5,9.83,11.67,0.45
25.75,86.25,2021,12,27,0.02,1.95,86,10.16,8.26,0.46
25.75,86.25,2021,12,28,0.89,2.9,88.28,10.47,10.01,0.52
25.75,86.25,2021,12,29,4.51,5.12,92.22,9.83,3.22,0.23
25.75,86.25,2021,12,30,1.18,2.01,82.09,9.28,9.69,0.77
25.75,86.25,2021,12,31,0.03,2.91,80.56,8.54,11.59,0.61
25.75,86.25,2022,1,1,0,2.69,79.94,8.64,11.61,0.28
25.75,86.25,2022,1,2,0,2.8,78,7.72,13.41,0.45
25.75,86.25,2022,1,3,0,3.24,76.59,7.48,12.57,0.41
25.75,86.25,2022,1,4,0,2.95,76.12,7.02,13.56,0.27
25.75,86.25,2022,1,5,0,2.14,71.38,7.26,13.59,0.33
25.75,86.25,2022,1,6,0,1.97,70.31,8.15,12.77,0.53
25.75,86.25,2022,1,7,0.01,2.79,81.56,9.58,11.85,0.66
25.75,86.25,2022,1,8,0,2.5,80.84,9.98,13.39,0.7
25.75,86.25,2022,1,9,0,2.41,79.16,10.44,13.3,0.58
25.75,86.25,2022,1,10,0.01,2.16,80.09,10.44,11.65,0.62
25.75,86.25,2022,1,11,0.35,2.5,86.38,10.96,8.2,0.43
25.75,86.25,2022,1,12,2.97,2.89,84.81,9.98,10.95,0.32
25.75,86.25,2022,1,13,0.2,3.78,76.19,7.75,11.04,0.55
25.75,86.25,2022,1,14,0.04,2.46,73.38,6.99,12.23,0.55
25.75,86.25,2022,1,15,0,2.9,71.94,7.02,13.95,0.62
25.75,86.25,2022,1,16,0,3.86,75.78,6.9,13,0.6
25.75,86.25,2022,1,17,0,2.64,78.38,6.96,12.24,0.52
25.75,86.25,2022,1,18,0,2.61,73.66,7.11,14.82,0.44
25.75,86.25,2022,1,19,0,3.27,73.5,7.11,13.88,0.45
25.75,86.25,2022,1,20,0.11,2.82,72.09,7.11,12.43,0.41
25.75,86.25,2022,1,21,0.03,1.92,66.03,7.23,13.77,0.66
25.75,86.25,2022,1,22,0.02,1.33,65.16,7.66,12.37,0.52
25.75,86.25,2022,1,23,0.46,3.13,88.34,9.8,6.39,0.27
25.75,86.25,2022,1,24,0.13,1.82,74.91,9.19,10.66,0.62
25.75,86.25,2022,1,25,0.17,2.83,72.94,8.61,11.03,0.42
25.75,86.25,2022,1,26,0.04,3.8,68,6.84,12,0.37
25.75,86.25,2022,1,27,0.02,4.3,67.59,6.13,13.34,0.68
25.75,86.25,2022,1,28,0,4.56,70.09,6.44,12.14,0.45
25.75,86.25,2022,1,29,0,3.53,67.78,5.71,14.68,0.58
25.75,86.25,2022,1,30,0,3.53,63.53,5.92,15.94,0.8
25.75,86.25,2022,1,31,0,1.91,61.22,6.35,14.88,0.67
25.75,86.25,2022,2,1,0,3.66,68.97,7.05,14.63,0.73
25.75,86.25,2022,2,2,0,2.52,62.84,6.9,16.12,0.64
25.75,86.25,2022,2,3,1.69,4.16,69.62,8.06,14.8,0.63
25.75,86.25,2022,2,4,35.35,4.89,86.88,10.1,10.88,0.35
25.75,86.25,2022,2,5,0.8,4.3,74.03,6.84,12.16,0.6
25.75,86.25,2022,2,6,0.1,3.03,71.03,6.41,14.48,0.91
25.75,86.25,2022,2,7,0,2.61,67.69,6.44,14.6,0.88
25.75,86.25,2022,2,8,0,2.59,66.22,6.77,15.52,0.85
25.75,86.25,2022,2,9,0.02,1.57,60.97,7.42,15.32,0.8
25.75,86.25,2022,2,10,0.18,2.27,71.41,9.12,10.91,0.57
25.75,86.25,2022,2,11,0,4.8,64.34,7.02,12.8,1.2
25.75,86.25,2022,2,12,0,3.79,62.5,6.47,16.13,0.99
25.75,86.25,2022,2,13,0,1.76,56.88,6.47,14.58,0.88
25.75,86.25,2022,2,14,0,1.99,53.47,6.07,14.54,0.88
25.75,86.25,2022,2,15,0,2.7,57.53,6.68,16.02,1.02
25.75,86.25,2022,2,16,0,3.35,64.38,7.42,16.58,1
25.75,86.25,2022,2,17,0,4.04,60.34,6.9,16.66,1.16
25.75,86.25,2022,2,18,0,3.59,56.59,6.38,17.55,1.3
25.75,86.25,2022,2,19,0,4.66,56.88,6.77,18.16,1.27
25.75,86.25,2022,2,20,0.12,4.98,55.81,6.96,16.04,1.19
25.75,86.25,2022,2,21,0.01,3.21,51.34,6.38,15.5,-999
25.75,86.25,2022,2,22,0,1.43,46.5,5.98,14.48,1.02
25.75,86.25,2022,2,23,0,2.4,58.72,7.45,17.52,1.04
25.75,86.25,2022,2,24,0.19,3.39,61.28,9.12,16.44,0.75
25.75,86.25,2022,2,25,0.24,2.89,72,11.47,10.15,0.68
25.75,86.25,2022,2,26,0.04,2.12,65.97,9.83,14.8,0.94
25.75,86.25,2022,2,27,0.11,2.08,51.91,8.64,15.33,0.84
25.75,86.25,2022,2,28,0,3.89,51.38,7.78,15.29,1.22
25.75,86.25,2022,3,1,0,3.07,46.78,6.74,17.39,1.22
25.75,86.25,2022,3,2,0,2.89,47.56,6.93,17.07,1.3
25.75,86.25,2022,3,3,0,3.31,48.81,7.05,17.75,1.33
25.75,86.25,2022,3,4,0,4.79,45.5,7.02,18.71,1.47
25.75,86.25,2022,3,5,0,4.64,49.44,7.66,17.27,1.38
25.75,86.25,2022,3,6,0,2.62,47.03,7.23,17.71,1.38
25.75,86.25,2022,3,7,0,2.51,46,7.78,18.01,1.42
25.75,86.25,2022,3,8,0,3.33,42.88,7.08,18.23,1.49
25.75,86.25,2022,3,9,0,3.21,44.72,7.35,18.32,1.43
25.75,86.25,2022,3,10,0,2.46,41.97,7.23,18.8,1.42
25.75,86.25,2022,3,11,0,3.54,45.28,8.03,17.84,1.47
25.75,86.25,2022,3,12,0,3.23,43.19,7.48,18.17,1.6
25.75,86.25,2022,3,13,0,3.14,41.81,7.6,16.57,1.47
25.75,86.25,2022,3,14,0,3.2,40.22,7.45,18.73,1.66
25.75,86.25,2022,3,15,0,2.68,41.19,8.48,16.89,1.57
25.75,86.25,2022,3,16,0,1.45,36.09,8.3,16.34,1.58
25.75,86.25,2022,3,17,0,2.04,38.97,9.46,17.04,1.26
25.75,86.25,2022,3,18,0,1.58,46.28,11.63,16.66,1.35
25.75,86.25,2022,3,19,0,1.75,42.16,11.02,17.09,1.41
25.75,86.25,2022,3,20,0,2.29,43.88,11.29,16.5,1.26
25.75,86.25,2022,3,21,0.02,2.04,41.97,10.77,14.84,1.09
25.75,86.25,2022,3,22,0.25,2.28,33.72,8.61,16.09,1.3
25.75,86.25,2022,3,23,0.38,2.14,34.31,8.03,16.02,1.31
25.75,86.25,2022,3,24,0.15,4.05,33.38,7.17,18.24,1.7
25.75,86.25,2022,3,25,0.03,4.45,35,7.9,18.38,1.48
25.75,86.25,2022,3,26,0.01,5.04,29.16,6.01,18.97,1.77
25.75,86.25,2022,3,27,0.02,2.61,30.72,6.32,19.32,1.69
25.75,86.25,2022,3,28,0.01,2.29,29.25,6.35,17.92,1.45
25.75,86.25,2022,3,29,0.01,2.98,39.19,8.54,16.9,1.27
25.75,86.25,2022,3,30,0.33,3.56,47.81,11.05,15.38,1.09
25.75,86.25,2022,3,31,0.17,2.84,50.84,12.12,14.99,1.02
25.75,86.25,2022,4,1,0.03,2.6,39.56,9.95,16.45,1.19
25.75,86.25,2022,4,2,0.26,3.89,50.31,13.09,15.05,0.92
25.75,86.25,2022,4,3,0.68,2.9,49.28,13.37,14.27,0.96
25.75,86.25,2022,4,4,0.01,2.74,26.5,6.81,17.14,1.68
25.75,86.25,2022,4,5,0,2.39,28.66,7.32,19.15,1.77
25.75,86.25,2022,4,6,0,2.68,36.59,8.51,19.83,1.6
25.75,86.25,2022,4,7,0,3.16,45.09,10.77,17.55,1.38
25.75,86.25,2022,4,8,0.02,2.9,45.41,10.83,18.39,1.52
25.75,86.25,2022,4,9,0.11,3.44,41.62,10.35,16.85,1.7
25.75,86.25,2022,4,10,0.91,4.43,48.19,11.9,16.29,1.32
25.75,86.25,2022,4,11,0.3,3.33,47.53,11.57,17.76,1.25
25.75,86.25,2022,4,12,0.09,3.46,44.84,11.44,17.32,1.38
25.75,86.25,2022,4,13,0.02,2.96,40.81,10.83,15.9,1.2
25.75,86.25,2022,4,14,0,3.24,32.72,8.91,15.51,1.57
25.75,86.25,2022,4,15,0,4.86,19.75,5.77,18.98,1.94
25.75,86.25,2022,4,16,0,3.78,17.59,5.25,18.13,1.87
25.75,86.25,2022,4,17,0,2.29,16.09,5,17.05,1.92
25.75,86.25,2022,4,18,0.02,3.09,29.53,7.9,19.23,1.83
25.75,86.25,2022,4,19,2.72,4.59,50,13.67,14.62,1.45
25.75,86.25,2022,4,20,5.45,4.33,54.88,14.71,12.2,1.77
25.75,86.25,2022,4,21,0.24,3.41,50.03,13.09,13.69,1.49
25.75,86.25,2022,4,22,0.11,3.25,40.25,11.57,14.23,1.46
25.75,86.25,2022,4,23,0.03,4.67,24.47,6.96,17.65,2.21
25.75,86.25,2022,4,24,0,5.79,17.41,4.91,19.11,2.3
25.75,86.25,2022,4,25,0,4.5,18.22,5.31,19.31,2.34
25.75,86.25,2022,4,26,0,2.52,18.81,6.07,18.5,2.11
25.75,86.25,2022,4,27,0.01,3.1,22.97,7.05,18.08,1.94
25.75,86.25,2022,4,28,0.11,3.21,28.91,8.76,17.28,1.92
25.75,86.25,2022,4,29,0.37,3.12,39.78,11.54,17.65,1.45
25.75,86.25,2022,4,30,4.47,5.56,47.06,13.67,14.42,1.65
25.75,86.25,2022,5,1,1.65,4.17,48.03,13.64,14.48,1.78
25.75,86.25,2022,5,2,25.19,4.47,58.91,15.9,7.81,1.83
25.75,86.25,2022,5,3,10.94,4.62,62.59,16.17,9.52,1.12
25.75,86.25,2022,5,4,0.28,2.77,57.22,15.53,10.61,1.35
25.75,86.25,2022,5,5,12.91,3,56.66,14.5,10.13,1.09
25.75,86.25,2022,5,6,1.83,3.06,55.53,14.59,12.01,1.91
25.75,86.25,2022,5,7,0.1,2.42,53.62,14.8,11.34,1.97
25.75,86.25,2022,5,8,4,3.33,49.59,14.31,11.48,1.75
25.75,86.25,2022,5,9,12.59,3.8,55.41,15.56,11.6,1.77
25.75,86.25,2022,5,10,1.17,3.86,54.75,15.35,11.31,2.07
25.75,86.25,2022,5,11,0.4,2.86,55.16,16.45,12.59,1.98
25.75,86.25,2022,5,12,0.42,2.18,52.31,16.54,10.97,1.21
25.75,86.25,2022,5,13,11.59,2.86,55.25,17.43,8.52,1.59
25.75,86.25,2022,5,14,0.6,3.12,50.28,15.29,14.73,1.52
25.75,86.25,2022,5,15,0.25,3.07,52.03,15.59,14.85,1.63
25.75,86.25,2022,5,16,1.91,4.53,58.22,18.01,12.37,1.73
25.75,86.25,2022,5,17,3.79,2.76,54.03,16.69,13.4,1.71
25.75,86.25,2022,5,18,0.08,2.54,45.91,15.2,13.57,1.82
25.75,86.25,2022,5,19,1.07,2.43,45.97,14.68,13.73,1.5
25.75,86.25,2022,5,20,10.35,3.42,57.19,17.15,10.95,1.77
25.75,86.25,2022,5,21,4.58,2.89,53.09,15.5,13.62,1.71
25.75,86.25,2022,5,22,5.13,2.59,52.16,15.11,12.6,1.82
25.75,86.25,2022,5,23,10.83,2.67,57.28,15.87,9.55,1.62
25.75,86.25,2022,5,24,2.73,1.49,54.56,15.41,10.59,1.43
25.75,86.25,2022,5,25,0.25,1.94,47.88,14.37,10.88,1.55
25.75,86.25,2022,5,26,0.15,2.21,39.19,11.63,11.46,1.95
25.75,86.25,2022,5,27,0.02,1.86,37.78,11.02,13.66,2.05
25.75,86.25,2022,5,28,1.12,2.39,47.03,13.82,12.21,1.36
25.75,86.25,2022,5,29,9.5,2.66,58.19,16.42,9.36,1.03
25.75,86.25,2022,5,30,1.47,2.17,52.31,15.53,12.16,1.08
25.75,86.25,2022,5,31,1.13,2.52,52.44,16.11,12.3,1.19
25.75,86.25,2022,6,1,0.23,2.38,52.06,16.66,12.63,1.39
25.75,86.25,2022,6,2,0.18,1.87,46.25,15.41,10.73,1.48
25.75,86.25,2022,6,3,1.65,2.39,46,14.8,13.45,1.67
25.75,86.25,2022,6,4,6.53,3.4,53.56,16.82,11.76,1.41
25.75,86.25,2022,6,5,2.6,3.88,55.16,17.27,11.83,1.59
25.75,86.25,2022,6,6,6.4,3.41,61.12,17.97,10.1,1.47
25.75,86.25,2022,6,7,2.48,3.05,53.09,16.72,12.64,1.5
25.75,86.25,2022,6,8,4.46,3.59,58.41,18.25,10.02,1.39
25.75,86.25,2022,6,9,8.41,2.87,59.94,18.37,10.62,1.2
25.75,86.25,2022,6,10,3.5,2.87,50.41,15.93,13.7,1.55
25.75,86.25,2022,6,11,1.83,4.22,57.91,17.73,11.64,1.79
25.75,86.25,2022,6,12,17.64,3.68,66.69,19.38,9.25,1.59
25.75,86.25,2022,6,13,3.92,2.63,58.56,17.94,12.7,1.73
25.75,86.25,2022,6,14,1.63,4.52,60.5,18.46,11.46,1.77
25.75,86.25,2022,6,15,11.79,3.16,64.75,19.87,11.66,1.64
25.75,86.25,2022,6,16,6.74,4.41,69.91,19.62,7.23,1.16
25.75,86.25,2022,6,17,19.58,4.18,68.06,18.74,9.05,1.38
25.75,86.25,2022,6,18,23.4,3.69,67.41,18.95,8.95,1.68
25.75,86.25,2022,6,19,5.59,4.35,62.78,18.13,9.8,1.53
25.75,86.25,2022,6,20,25.97,3.52,71.16,19.1,7.33,1.76
25.75,86.25,2022,6,21,2.78,2.21,66.91,17.79,8.52,1.82
25.75,86.25,2022,6,22,1.33,2.6,68.81,18.52,8.84,1.69
25.75,86.25,2022,6,23,0.83,2.66,67.66,18.98,9.87,2.09
25.75,86.25,2022,6,24,0.53,3.62,65.91,19.01,9.7,2.06
25.75,86.25,2022,6,25,0.25,5.23,71.84,19.71,8.27,2.09
25.75,86.25,2022,6,26,0.6,4.3,73.97,19.44,6.27,2.11
25.75,86.25,2022,6,27,8.7,2.54,72.91,19.5,6.12,1.9
25.75,86.25,2022,6,28,48.64,2.73,77.03,20.6,6.46,0.45
25.75,86.25,2022,6,29,43.08,3.33,87.47,21.21,4.58,0.42
25.75,86.25,2022,6,30,9.19,3.52,84.53,20.75,6.34,1.62
25.75,86.25,2022,7,1,2.07,2.08,77.91,21,8.29,1.6
25.75,86.25,2022,7,2,12.52,3.06,84.94,22.03,5.45,1.77
25.75,86.25,2022,7,3,0.82,4.16,81.41,21.42,7.68,1.96
25.75,86.25,2022,7,4,0.81,3.86,78.78,21.24,7.91,2.3
25.75,86.25,2022,7,5,0.1,3.38,79.94,21.24,7.17,2.32
25.75,86.25,2022,7,6,1.91,5.63,80.38,21.15,7.96,2.2
25.75,86.25,2022,7,7,0.17,3.15,76.84,20.94,8.7,2.27
25.75,86.25,2022,7,8,0.75,3.21,73.88,20.42,7.84,2.27
25.75,86.25,2022,7,9,0.26,4.4,74.03,20.14,8.5,2.34
25.75,86.25,2022,7,10,0.05,4.59,73.25,19.87,9.71,2.28
25.75,86.25,2022,7,11,0.67,4.94,75.62,20.72,8.04,2.24
25.75,86.25,2022,7,12,0.48,5.06,74.91,20.45,8.89,2.55
25.75,86.25,2022,7,13,0.15,5.3,77.72,21.15,7.3,2.68
25.75,86.25,2022,7,14,1.48,5.54,79.22,21.09,6.2,2.61
25.75,86.25,2022,7,15,1.83,4.97,79.06,21.06,6.27,2.66
25.75,86.25,2022,7,16,0.02,4.96,73.47,20.87,9.17,2.61
25.75,86.25,2022,7,17,0.03,5.54,70.97,20.26,9.43,2.49
25.75,86.25,2022,7,18,0.72,3.82,68.34,19.78,9.68,2.09
25.75,86.25,2022,7,19,0.52,1.93,67.66,20.14,8.78,2.12
25.75,86.25,2022,7,20,6.05,2.02,74.97,21.06,5.71,1.66
25.75,86.25,2022,7,21,11.47,4.23,80.12,20.94,5.78,1.48
25.75,86.25,2022,7,22,5.31,5.14,79.88,21.24,7.2,1.84
25.75,86.25,2022,7,23,9.09,4.61,81.44,21.24,6.13,2.29
25.75,86.25,2022,7,24,6.62,5.28,78.72,19.99,6.71,1.47
25.75,86.25,2022,7,25,6.3,4.47,81.06,19.2,4.68,1.89
25.75,86.25,2022,7,26,11.52,2.98,80.81,20.02,7.09,1.8
25.75,86.25,2022,7,27,5.61,1.96,73.34,19.65,8.42,1.84
25.75,86.25,2022,7,28,14.04,1.17,71.38,19.56,6.11,2.08
25.75,86.25,2022,7,29,7.49,1.57,75.72,20.14,6.75,1.59
25.75,86.25,2022,7,30,8.36,1.88,78.19,20.94,7,1.62
25.75,86.25,2022,7,31,10.09,2.39,81.44,21.33,5.85,1.15
25.75,86.25,2022,8,1,25.12,2.18,83.94,21.12,4.86,1.16
25.75,86.25,2022,8,2,10.77,1.1,81.84,21.09,6.11,1.61
25.75,86.25,2022,8,3,3.66,1.29,83.03,21.48,6.33,1.29
25.75,86.25,2022,8,4,2.66,2.95,80.06,21.03,7.74,1.63
25.75,86.25,2022,8,5,0.7,1.52,77.91,21,8.91,2.3
25.75,86.25,2022,8,6,4.86,2.18,81.94,21.45,5.89,1.79
25.75,86.25,2022,8,7,2.27,3.59,80.12,21.15,8.32,2.57
25.75,86.25,2022,8,8,0.16,4.9,82.22,21.45,7.59,2.27
25.75,86.25,2022,8,9,0.05,6.82,79.19,20.42,7.66,2.18
25.75,86.25,2022,8,10,0.16,8.77,78.53,20.36,7.75,1.5
25.75,86.25,2022,8,11,0.55,8.02,79.44,20.36,7.16,2.09
25.75,86.25,2022,8,12,0.1,4.51,76.12,19.84,9.52,2.05
25.75,86.25,2022,8,13,0.49,2.16,72.97,20.84,9.74,-999
